,word,frequency,n_characters,romanized_form
塞爾維亞,塞爾維亞,4,10,sāiěrwéiyà
較早,較早,2,7,jiàozǎo
黃道,黃道,2,8,huángdào
猴子,猴子,2,5,hóuzi
週年,週年,2,8,zhōunián
每天,每天,2,7,měitiān
吉祥,吉祥,2,7,jíxiáng
工作日,工作日,3,9,gōngzuòrì
表格,表格,2,6,biǎogé
分配,分配,2,6,fēnpèi
當週,當週,2,8,dāngzhōu
各天,各天,2,6,gètiān
菩薩,菩薩,2,4,púsà
華人,華人,2,6,huárén
凱爾奈克,凱爾奈克,4,10,kǎiěrnàikè
資料,資料,2,6,zīliào
繼而,繼而,2,4,jìér
走向,走向,2,8,zǒuxiàng
供奉,供奉,2,8,gòngfèng
坐船,坐船,2,8,zuòchuán
出發,出發,2,5,chūfā
現場,現場,2,9,xiànchǎng
祭祀,祭祀,2,4,jìsì
排,排,1,3,pái
事故,事故,2,5,shìgù
高大,高大,2,5,gāodà
石碑,石碑,2,6,shíbēi
南北,南北,2,6,nánběi
石群,石群,2,6,shíqún
焚毀,焚毀,2,6,fénhuǐ
引力,引力,2,5,yǐnlì
祭壇,祭壇,2,5,jìtán
方形,方形,2,8,fāngxíng
地心,地心,2,5,dìxīn
水池,水池,2,7,shuǐchí
巨碑,巨碑,2,5,jùbēi
卡隆,卡隆,2,6,kǎlóng
傷亡,傷亡,2,9,shāngwáng
高地,高地,2,5,gāodì
演變,演變,2,7,yǎnbiàn
控訴,控訴,2,6,kòngsù
宛如,宛如,2,5,wǎnrú
惡化,惡化,2,4,èhuà
大裂谷,大裂谷,3,7,dàliègǔ
肯尼亞山,肯尼亞山,4,11,kěnníyàshān
背部,背部,2,5,bèibù
山峰,山峰,2,8,shānfēng
大多倫多市,大多倫多市,5,14,dàduōlúnduōshì
沿岸,沿岸,2,5,yánàn
班圖,班圖,2,5,bāntú
新公寓,新公寓,3,9,xīngōngyù
租賃,租賃,2,5,zūlìn
信徒,信徒,2,5,xìntú
爭取,爭取,2,7,zhēngqǔ
回來,回來,2,6,huílái
融,融,1,4,róng
一體,一體,2,4,yītǐ
使用量,使用量,3,12,shǐyòngliàng
監控,監控,2,8,jiānkòng
熟練,熟練,2,7,shúliàn
提升,提升,2,7,tíshēng
設施,設施,2,6,shèshī
調節,調節,2,7,diàojié
勞動力,勞動力,3,9,láodònglì
前英屬,前英屬,3,11,qiányīngshǔ
統一,統一,2,6,tǒngyī
乞力馬扎羅山,乞力馬扎羅山,6,16,qǐlìmǎzhāluóshān
夜晚,夜晚,2,5,yèwǎn
大城市,大城市,3,11,dàichéngshì
構造力,構造力,3,8,gòuzàolì
輔音,輔音,2,5,fǔyīn
漸變,漸變,2,8,jiànbiàn
薩米人,薩米人,3,7,sàmǐrén
民間,民間,2,7,mínjiān
情緒,情緒,2,6,qíngxù
框架,框架,2,8,kuāngjià
薩米,薩米,2,4,sàmǐ
出售,出售,2,7,chūshòu
大氣層,大氣層,3,8,dàqìcéng
混沌,混沌,2,6,hùndùn
降雨,降雨,2,7,jiàngyǔ
液滴,液滴,2,4,yèdī
吸收,吸收,2,6,xīshōu
分解,分解,2,6,fēnjiě
二氧化碳,二氧化碳,4,12,èryǎnghuàtàn
丹佛市,丹佛市,3,8,dānfúshì
科羅拉多州,科羅拉多州,5,14,kēluólāduōzhōu
例子,例子,2,4,lìzi
入睡,入睡,2,6,rùshuì
勞動部,勞動部,3,9,láodòngbù
惡劣,惡劣,2,4,èliè
棒極,棒極,2,6,bàngjí
揭發,揭發,2,5,jiēfā
大規模,大規模,3,7,dàguīmó
海岸線,海岸線,3,9,hǎiànxiàn
監視,監視,2,7,jiānshì
奧古斯塔斯,奧古斯塔斯,5,10,àogǔsītǎsī
海,海,1,3,hǎi
當做,當做,2,7,dāngzuò
礁石,礁石,2,7,jiāoshí
水路,水路,2,6,shuǐlù
克里斯蒂安鬆,克里斯蒂安鬆,6,14,kèlǐsīdìānsōng
魁北克省,魁北克省,4,13,kuíběikèshěng
利勒桑,利勒桑,3,9,lìlēisāng
蜿蜒,蜿蜒,2,6,wānyán
淺礁湖,淺礁湖,3,10,qiǎnjiāohú
峽灣,峽灣,2,6,xiáwān
淡水湖,淡水湖,3,9,dànshuǐhú
較深,較深,2,8,jiàoshēn
酒精類,酒精類,3,10,jiǔjīnglèi
飲品,飲品,2,6,yǐnpǐn
啤酒,啤酒,2,5,píjiǔ
政治家,政治家,3,11,zhèngzhìjiā
著名,著名,2,7,zhùmíng
交錯,交錯,2,7,jiāocuò
洗清,洗清,2,6,xǐqīng
無限,無限,2,6,wúxiàn
工,工,1,4,gōng
電話,電話,2,7,diànhuà
不止,不止,2,5,bùzhǐ
極端,極端,2,6,jíduān
遠,遠,1,4,yuǎn
飢荒,飢荒,2,7,jīhuāng
裁定,裁定,2,7,cáidìng
庭審,庭審,2,8,tíngshěn
財務,財務,2,5,cáiwù
信託,信託,2,6,xìntuō
違反,違反,2,6,wéifǎn
法官,法官,2,6,fǎguān
捕魚,捕魚,2,4,bǔyú
海產,海產,2,7,hǎichǎn
採集,採集,2,5,cǎijí
優先權,優先權,3,11,yōuxiānquán
或是,或是,2,6,huòshì
優先,優先,2,7,yōuxiān
捐助,捐助,2,7,juānzhù
克溫斯語,克溫斯語,4,9,kèwēnsīyǔ
療法,療法,2,6,liáofǎ
超聲波,超聲波,3,11,chāoshēngbō
斯瑪拉迪斯,斯瑪拉迪斯,5,10,sīmǎlādísī
葛雷柯,葛雷柯,3,7,géléikē
高齡,高齡,2,7,gāolíng
尾骨,尾骨,2,5,wěigǔ
簽署,簽署,2,7,qiānshǔ
有限,有限,2,7,yǒuxiàn
執行,執行,2,7,zhíxíng
國務,國務,2,5,guówù
大臣,大臣,2,6,dàchén
首腦,首腦,2,7,shǒunǎo
主持,主持,2,6,zhǔchí
隊伍,隊伍,2,5,duìwǔ
巡邏,巡邏,2,6,xúnluó
監管,監管,2,8,jiānguǎn
寶寶,寶寶,2,6,bǎobǎo
畸胎瘤,畸胎瘤,3,8,jītāiliú
骶尾部,骶尾部,3,7,dǐwěibù
開墾,開墾,2,6,kāikěn
芳特維耶區,芳特維耶區,5,13,fāngtèwéiyéqū
擴建,擴建,2,7,kuòjiàn
愛爾蘭,愛爾蘭,3,7,àiěrlán
威爾士,威爾士,3,8,wēiěrshì
複雜,複雜,2,4,fùzá
亞尼斯,亞尼斯,3,6,yànísī
形容,形容,2,8,xíngróng
光輝,光輝,2,8,guānghuī
美伽巴佐斯,美伽巴佐斯,5,12,měigābāzuǒsī
欺凌,欺凌,2,6,qīlíng
剛滿,剛滿,2,7,gāngmǎn
訪談,訪談,2,7,fǎngtán
沿海,沿海,2,6,yánhǎi
培奧尼亞人,培奧尼亞人,5,12,péiàoníyàrén
懂,懂,1,4,dǒng
阿閔塔斯,阿閔塔斯,4,8,āmǐntǎsī
印記,印記,2,5,yìnjì
阿契美尼德波斯,阿契美尼德波斯,7,14,āqìměinídébōsī
無以倫比,無以倫比,4,9,wúyǐlúnbǐ
文壇,文壇,2,6,wéntán
附庸國,附庸國,3,9,fùyōngguó
吸納,吸納,2,4,xīnà
巴爾干人,巴爾干人,4,10,bāěrgànrén
從軍,從軍,2,7,cóngjūn
波斯,波斯,2,4,bōsī
博愛,博愛,2,4,bóài
通婚,通婚,2,7,tōnghūn
首家,首家,2,7,shǒujiā
白吉龍,白吉龍,3,9,báijílóng
例行,例行,2,6,lìxíng
河谷,河谷,2,4,hégǔ
氣候學家,氣候學家,4,11,qìhòuxuéjiā
儲備,儲備,2,6,chǔbèi
總體,總體,2,6,zǒngtǐ
入侵,入侵,2,5,rùqīn
侄子,侄子,2,5,zhízi
正常,正常,2,10,zhèngcháng
等候,等候,2,7,děnghòu
王位,王位,2,7,wángwèi
各個,各個,2,4,gègè
羅斯季斯拉夫,羅斯季斯拉夫,6,13,luósījìsīlāfū
傳送,傳送,2,9,chuánsòng
氧氣,氧氣,2,6,yǎngqì
蛋白質,蛋白質,3,9,dànbáizhì
市區,市區,2,5,shìqū
細胞,細胞,2,5,xìbāo
較晚,較晚,2,7,jiàowǎn
冰島語,冰島語,3,9,bīngdǎoyǔ
借用,借用,2,7,jièyòng
人體,人體,2,5,réntǐ
鮮有,鮮有,2,7,xiānyǒu
源,源,1,4,yuán
草根,草根,2,6,cǎogēn
托爾訥,托爾訥,3,7,tuōěrnè
偏低,偏低,2,6,piāndī
尼特拉,尼特拉,3,6,nítèlā
大摩拉維亞國,大摩拉維亞國,6,14,dàmólāwéiyàguó
準媽媽,準媽媽,3,8,zhǔnmāmā
氣候學,氣候學,3,8,qìhòuxué
季風,季風,2,6,jìfēng
季節性,季節性,3,9,jìjiéxìng
盛行風,盛行風,3,13,shèngxíngfēng
久,久,1,3,jiǔ
雨,雨,1,2,yǔ
季節,季節,2,5,jìjié
斯拉夫人,斯拉夫人,4,9,sīlāfūrén
下部,下部,2,5,xiàbù
德克薩斯州,德克薩斯州,5,12,dékèsàsīzhōu
斯拉夫,斯拉夫,3,6,sīlāfū
捐獻者,捐獻者,3,11,juānxiànzhě
大遷徙,大遷徙,3,8,dàqiānxǐ
途徑,途徑,2,6,tújìng
當今,當今,2,7,dāngjīn
西南,西南,2,5,xīnán
血液,血液,2,5,xuèyè
蜂蜜酒,蜂蜜酒,3,9,fēngmìjiǔ
烈性,烈性,2,7,lièxìng
作物,作物,2,5,zuòwù
環礁湖,環礁湖,3,10,huánjiāohú
乾涸,乾涸,2,6,qiánhé
宣佈,宣佈,2,6,xuānbù
野生,野生,2,7,yěshēng
保護區,保護區,3,7,bǎohùqū
考察,考察,2,6,kǎochá
安慰,安慰,2,5,ānwèi
談論,談論,2,6,tánlùn
美拉尼西亞人,美拉尼西亞人,6,14,měilāníxīyàrén
往北,往北,2,7,wǎngběi
遷移,遷移,2,6,qiānyí
肯塔基,肯塔基,3,7,kěntǎjī
印第安納,印第安納,4,9,yìndìānnà
托馬斯,托馬斯,3,7,tuōmǎsī
會面,會面,2,7,huìmiàn
家具,家具,2,5,jiājù
木工,木工,2,6,mùgōng
木匠,木匠,2,7,mùjiàng
輔導員,輔導員,3,9,fǔdǎoyuán
亮相,亮相,2,10,liàngxiàng
災害,災害,2,6,zāihài
脆弱性,脆弱性,3,10,cuìruòxìng
見到,見到,2,7,jiàndào
模式,模式,2,5,móshì
雨季,雨季,2,4,yǔjì
災難,災難,2,6,zāinán
萊茵河,萊茵河,3,8,láiyīnhé
羅訥河,羅訥河,3,7,luónèhé
茵河,茵河,2,5,yīnhé
提契諾河,提契諾河,4,9,tíqìnuòhé
寶河,寶河,2,5,bǎohé
源頭,源頭,2,7,yuántóu
火山,火山,2,7,huǒshān
火山學,火山學,3,10,huǒshānxué
拼寫,拼寫,2,6,pīnxiě
變暖,變暖,2,8,biànnuǎn
岩漿,岩漿,2,8,yánjiāng
矽,矽,1,2,xì
折磨,折磨,2,5,zhémó
粘稠,粘稠,2,8,niánchóu
朋友們,朋友們,3,10,péngyǒumen
深處,深處,2,7,shēnchù
冷卻,冷卻,2,7,lěngquè
災難性,災難性,3,10,zāinánxìng
爆炸,爆炸,2,6,bàozhà
洪水,洪水,2,8,hóngshuǐ
失收,失收,2,7,shīshōu
千瓦,千瓦,2,6,qiānwǎ
疾病,疾病,2,6,jíbìng
揚帆,揚帆,2,7,yángfān
大西洋,大西洋,3,8,dàxīyáng
西,西,1,2,xī
掀起,掀起,2,6,xiānqǐ
新興,新興,2,7,xīnxìng
大型,大型,2,6,dàxíng
熱潮期,熱潮期,3,8,rècháoqī
偏遠,偏遠,2,8,piānyuǎn
不便,不便,2,6,bùbiàn
私營,私營,2,6,sīyíng
餘下,餘下,2,5,yúxià
總共,總共,2,8,zǒnggòng
百分之一,百分之一,4,11,bǎifēnzhīyī
復,復,1,2,fù
白天,白天,2,7,báitiān
霧霾,霧霾,2,5,wùmái
冰點,冰點,2,8,bīngdiǎn
嗆肺,嗆肺,2,8,qiāngfèi
數千,數千,2,7,shùqiān
偷,偷,1,3,tōu
艘,艘,1,3,sōu
有毒,有毒,2,5,yǒudú
獨木舟,獨木舟,3,8,dúmùzhōu
擔負,擔負,2,5,dānfù
溫室,溫室,2,6,wēnshì
鹽漬化,鹽漬化,3,8,yánzìhuà
大會,大會,2,5,dàhuì
梅拉尼亞,梅拉尼亞,4,9,méilāníyà
勝任,勝任,2,8,shèngrèn
減輕,減輕,2,8,jiǎnqīng
不利,不利,2,4,bùlì
性情,性情,2,8,xìngqíng
周邊,周邊,2,8,zhōubiān
地貌,地貌,2,5,dìmào
蔑視,蔑視,2,6,mièshì
侵蝕,侵蝕,2,6,qīnshí
壓緊,壓緊,2,5,yājǐn
等到,等到,2,7,děngdào
枯竭,枯竭,2,5,kūjié
指責,指責,2,5,zhǐzé
聚光燈,聚光燈,3,11,jùguāngdēng
立,立,1,2,lì
盟友們,盟友們,3,10,méngyǒumen
暴力,暴力,2,5,bàolì
科屬,科屬,2,5,kēshǔ
退出,退出,2,6,tuìchū
大洲,大洲,2,6,dàzhōu
任期,任期,2,5,rènqī
電力,電力,2,6,diànlì
多達,多達,2,5,duōdá
水果酒,水果酒,3,10,shuǐguǒjiǔ
偶爾,偶爾,2,4,ǒuěr
總額,總額,2,5,zǒngé
議題,議題,2,4,yìtí
過時,過時,2,6,guòshí
堅不可摧,堅不可摧,4,11,jiānbùkěcuī
梅塞,梅塞,2,6,méisāi
隨即,隨即,2,5,suíjí
解除,解除,2,6,jiěchú
總績效,總績效,3,10,zǒngjīxiào
主動,主動,2,7,zhǔdòng
十四億,十四億,3,7,shísìyì
歸,歸,1,3,guī
管轄,管轄,2,7,guǎnxiá
貨物,貨物,2,5,huòwù
一億,一億,2,4,yīyì
噸,噸,1,3,dūn
共享,共享,2,9,gòngxiǎng
羅馬尼亞,羅馬尼亞,4,9,luómǎníyà
圖爾恰郡,圖爾恰郡,4,10,túěrqiàjùn
奇莉婭灣,奇莉婭灣,4,9,qílìyàwān
左岸,左岸,2,5,zuǒàn
敖德薩州,敖德薩州,4,10,áodésàzhōu
預期,預期,2,4,yùqī
弗倫斯堡,弗倫斯堡,4,10,fúlúnsībǎo
通往,通往,2,8,tōngwǎng
何,何,1,2,hé
胡蘇姆,胡蘇姆,3,6,húsūmǔ
富人,富人,2,5,fùrén
享用,享用,2,9,xiǎngyòng
葡萄酒,葡萄酒,3,8,pútáojiǔ
規則,規則,2,5,guīzé
搏鬥,搏鬥,2,5,bódòu
匹,匹,1,2,pǐ
種馬,種馬,2,7,zhǒngmǎ
嚴冬,嚴冬,2,7,yándōng
信心,信心,2,6,xìnxīn
法治,法治,2,5,fǎzhì
施萊灣,施萊灣,3,9,shīláiwān
遺棄,遺棄,2,4,yíqì
濕地,濕地,2,5,shīdì
凍土,凍土,2,6,dòngtǔ
恢復,恢復,2,5,huīfù
攻占,攻占,2,8,gōngzhàn
戈梅里,戈梅里,3,7,gēméilǐ
普,普,1,2,pǔ
意外,意外,2,5,yìwài
撤離,撤離,2,5,chèlí
重型,重型,2,9,zhòngxíng
火砲,火砲,2,6,huǒpào
乾燥,乾燥,2,7,qiánzào
誤,誤,1,2,wù
超出,超出,2,7,chāochū
事項,事項,2,8,shìxiàng
檢討,檢討,2,7,jiǎntǎo
棕枝,棕枝,2,7,zōngzhī
主日,主日,2,5,zhǔrì
訂立,訂立,2,6,dìnglì
柳枝,柳枝,2,6,liǔzhī
棕櫚葉,棕櫚葉,3,8,zōnglǘyè
邁科內爾里,邁科內爾里,5,12,màikēnèiěrlǐ
格里,格里,2,4,gélǐ
飲用水,飲用水,3,11,yǐnyòngshuǐ
灌溉水,灌溉水,3,11,guàngàishuǐ
水力,水力,2,6,shuǐlì
主任,主任,2,6,zhǔrèn
互動,互動,2,6,hùdòng
疫苗,疫苗,2,6,yìmiáo
處方箋,處方箋,3,11,chùfāngjiān
高達,高達,2,5,gāodá
梅爾里斯,梅爾里斯,4,9,méiěrlǐsī
米蘭,米蘭,2,5,mǐlán
供水,供水,2,8,gōngshuǐ
阿爾卑斯山,阿爾卑斯山,5,12,āěrbēisīshān
徑流,徑流,2,7,jìngliú
水電站,水電站,3,12,shuǐdiànzhàn
覆核,覆核,2,4,fùhé
不一而足,不一而足,4,8,bùyīérzú
藍綠色,藍綠色,3,7,lánlǜsè
核心,核心,2,5,héxīn
地形,地形,2,6,dìxíng
阿爾及利亞,阿爾及利亞,5,9,āěrjílìyà
地處,地處,2,5,dìchù
溫帶,溫帶,2,6,wēndài
享有,享有,2,8,xiǎngyǒu
溫和,溫和,2,5,wēnhé
匯入,匯入,2,5,huìrù
密西西比河,密西西比河,5,10,mìxīxībǐhé
俄亥俄河,俄亥俄河,4,7,éhàiéhé
矛盾,矛盾,2,6,máodùn
高管們,高管們,3,10,gāoguǎnmen
黃綠色,黃綠色,3,9,huánglǜsè
自由州,自由州,3,9,zìyóuzhōu
奴隸制州,奴隸制州,4,11,núlìzhìzhōu
煽動性,煽動性,3,12,shāndòngxìng
分化,分化,2,6,fēnhuà
現像,現像,2,9,xiànxiàng
多麼,多麼,2,5,duōme
警官,警官,2,8,jǐngguān
葉子,葉子,2,4,yèzi
多樣,多樣,2,7,duōyàng
綠色,綠色,2,4,lǜsè
宣言,宣言,2,7,xuānyán
